Date,Albuquerque,Baltimore,Boston,Charlotte,Chicago,Dallas,Detroit,Las Vegas,Los Angeles,Miami,New Orleans,New York,Philadelphia,Phoenix,Portland,San Diego,San Francisco,San Juan,Seattle,St Louis,Tampa
19730917,19.15,17.2,13.05,22.2,11.7,20.55,12.2,25.85,18.65,28.1,25.6,15.85,18.9,30.55,17.5,20.0,16.35,27.75,16.65,13.35,27.75
19730918,20.25,18.3,16.65,22.5,13.05,17.75,14.4,26.1,18.35,28.05,23.9,18.6,19.75,29.45,17.8,19.15,16.65,28.35,16.1,12.25,27.5
19730919,20.8,14.2,13.05,17.2,13.9,23.9,12.5,25.0,18.35,27.75,23.05,14.75,16.4,28.6,17.2,19.45,19.75,28.65,14.45,13.3,27.5
19730920,19.15,16.65,15.6,19.75,12.8,26.65,11.95,28.35,18.35,28.35,23.6,17.75,17.25,29.45,17.5,20.3,17.5,28.9,15.0,17.25,28.05
19730921,19.45,13.9,11.1,21.4,15.25,27.2,10.8,25.55,19.15,27.75,24.7,11.95,14.15,29.7,17.8,18.9,16.4,28.65,15.25,22.5,27.75
19730922,20.0,20.25,13.6,23.6,19.75,25.55,19.7,26.15,18.35,26.1,25.25,14.45,19.45,29.4,15.3,18.9,18.05,28.65,13.3,22.75,28.05
19730923,21.1,23.05,19.45,24.2,15.55,25.0,16.4,23.9,18.9,25.85,26.65,21.4,22.5,27.2,15.3,19.75,17.2,28.9,14.7,22.75,25.85
19730924,17.2,21.4,13.3,24.45,18.35,26.4,15.55,23.05,18.6,26.35,28.05,17.2,21.1,25.0,15.55,19.75,17.75,28.6,13.9,23.35,26.15
19730925,16.65,18.1,11.95,23.35,23.65,28.35,20.0,23.05,18.9,26.65,27.25,13.35,17.25,25.3,15.0,20.0,18.65,28.05,14.45,24.45,26.65
19730926,13.3,17.8,14.15,21.1,24.75,24.7,23.9,21.95,24.45,27.5,26.1,13.9,17.5,25.8,16.1,24.45,21.1,28.3,15.55,25.0,28.05
19730927,11.1,20.55,18.05,23.35,21.95,20.3,23.1,21.65,26.95,27.5,26.4,19.7,20.3,27.2,18.35,26.1,24.45,28.05,16.7,21.4,27.5
19730928,14.15,21.95,18.6,23.05,20.55,18.35,15.85,22.8,26.1,27.5,26.65,20.0,22.8,26.4,18.35,25.0,21.95,27.5,16.95,23.6,27.75
19730929,15.0,24.15,18.05,25.0,16.9,20.0,16.35,24.75,18.9,27.5,25.55,20.0,21.1,26.4,17.25,22.2,15.0,27.8,14.7,21.15,26.15
19730930,16.4,16.95,15.0,23.35,16.95,21.4,16.1,25.6,18.05,26.9,25.3,14.7,16.65,27.25,13.3,19.2,15.85,29.2,12.5,19.75,26.95
19731001,17.5,15.55,13.3,18.35,18.1,21.4,15.85,25.25,18.35,27.5,25.85,13.9,16.4,27.2,11.95,18.9,14.45,28.35,11.35,18.6,27.2
19731002,17.8,18.35,15.55,20.55,18.6,25.85,19.4,25.85,18.05,26.65,26.15,17.25,21.15,26.4,11.4,19.15,15.0,27.8,10.8,19.15,25.85
19731003,16.65,21.1,16.35,22.5,18.35,26.4,17.2,21.1,16.95,26.65,25.0,21.1,21.65,26.4,11.1,18.9,16.65,27.5,11.1,22.5,27.5
19731004,15.8,21.4,19.7,22.5,13.85,21.95,18.9,20.3,17.2,25.0,25.25,21.1,21.95,26.15,11.4,18.9,17.8,28.05,9.7,16.4,27.5
19731005,15.55,19.75,17.8,22.8,13.1,18.65,13.6,21.95,18.3,26.35,26.15,20.55,20.55,28.05,12.75,16.95,16.4,28.65,10.55,13.35,27.5
19731006,15.25,15.0,16.1,19.45,13.05,22.8,11.35,21.65,17.5,27.2,25.25,16.4,16.35,26.95,11.65,18.6,15.0,28.35,8.05,14.15,27.75
19731007,15.55,14.15,14.7,18.35,19.15,25.0,17.5,22.25,18.1,27.25,24.75,13.3,14.45,24.45,11.15,18.1,13.6,28.35,9.7,21.95,27.5
19731008,15.85,19.2,11.95,16.65,18.6,25.25,17.8,17.25,17.25,27.2,25.3,15.85,18.05,21.7,10.6,17.8,13.05,28.6,11.1,23.35,26.15
19731009,13.6,18.6,12.8,19.2,22.2,26.1,16.95,15.25,17.5,26.1,26.4,15.0,18.05,19.15,10.0,18.65,15.0,27.75,10.0,23.05,25.85
19731010,7.5,19.15,11.1,20.3,22.75,26.1,20.0,16.15,17.5,26.1,26.4,17.5,18.9,18.6,11.95,17.75,15.3,28.3,10.25,22.8,26.4
19731011,6.65,14.7,9.75,19.4,23.35,21.1,18.9,14.7,17.8,25.25,26.4,11.7,13.9,18.05,12.5,17.75,14.7,27.25,9.75,22.75,25.55
19731012,10.3,15.3,15.3,16.65,19.7,21.7,20.3,16.65,17.8,25.55,27.5,14.7,14.2,19.15,13.35,18.6,15.55,26.4,11.4,18.9,25.0
19731013,15.0,16.35,18.05,17.25,16.4,20.55,17.5,20.0,20.0,26.1,27.5,16.4,17.5,23.6,15.0,21.1,17.75,28.35,11.4,17.5,25.0
19731014,15.25,16.65,16.7,18.9,16.1,20.0,14.45,21.95,19.75,26.1,27.25,17.8,17.2,26.1,12.8,18.6,18.05,28.05,11.1,17.2,24.7
19731015,14.15,17.5,16.1,16.95,15.55,18.6,13.9,22.2,16.65,26.1,26.4,16.95,17.5,27.8,12.75,18.05,13.6,27.75,10.55,18.35,25.25
19731016,16.1,12.8,12.5,17.25,8.85,19.15,7.8,22.75,16.1,25.8,24.4,13.9,13.05,27.25,15.0,18.35,17.5,28.35,12.5,10.25,26.4
19731017,15.25,8.85,10.0,12.5,7.2,16.4,10.0,22.75,17.25,25.85,20.8,10.55,10.25,28.6,14.45,21.95,17.5,29.75,13.05,11.35,25.85
19731018,15.25,10.55,10.0,11.4,9.7,16.9,6.7,23.05,21.95,26.65,20.85,10.55,10.8,26.7,15.0,23.05,14.2,29.45,14.7,15.25,23.6
19731019,15.3,9.45,9.45,14.2,14.45,17.8,8.6,22.5,22.5,26.65,21.4,10.0,9.2,25.85,13.05,21.4,16.1,28.6,13.35,17.5,24.75
19731020,14.7,14.7,10.8,15.0,10.85,18.3,9.7,24.45,17.75,26.9,22.2,14.2,14.15,25.6,14.15,19.15,18.05,29.7,13.9,14.2,24.45
19731021,14.45,10.8,10.55,16.4,11.1,17.8,8.9,23.35,18.35,27.2,21.65,11.4,11.65,24.4,13.9,18.35,18.35,28.35,12.5,13.35,26.1
19731022,14.15,10.55,10.0,15.0,12.8,18.9,10.55,20.85,18.35,27.2,23.3,12.5,11.65,24.15,13.05,19.7,16.1,28.85,12.5,14.45,26.1
19731023,14.7,11.95,15.3,15.0,15.55,19.15,11.4,19.7,16.95,25.0,22.75,12.8,13.9,23.05,11.65,18.9,15.0,29.7,11.1,16.7,24.4
19731024,12.2,12.8,14.4,16.1,18.65,19.15,12.5,16.95,17.5,23.05,20.8,11.95,15.3,21.7,12.2,17.5,13.6,29.75,11.65,20.55,21.1
19731025,12.5,14.75,12.2,16.65,13.85,22.5,17.5,16.1,18.3,22.5,20.0,12.75,14.4,21.4,10.55,19.15,13.9,30.0,10.55,15.55,20.8
19731026,11.4,15.55,11.4,16.95,11.35,22.5,12.5,16.95,18.3,22.5,20.3,16.4,17.8,21.4,8.9,18.9,15.0,28.9,9.45,13.6,20.0
19731027,10.8,14.2,11.65,16.1,10.25,15.55,9.15,16.4,22.8,22.8,19.15,12.5,14.45,22.2,14.15,21.7,15.85,28.9,14.7,10.6,20.55
19731028,11.4,11.7,6.4,15.0,6.4,15.0,9.45,16.95,22.5,23.3,19.15,9.15,11.95,22.25,12.5,23.05,16.4,29.15,13.1,6.4,22.5
19731029,11.15,12.8,9.45,10.25,8.05,12.5,8.6,17.5,20.3,23.05,13.05,11.95,13.9,20.55,11.1,20.0,16.95,28.9,11.95,5.0,17.5
19731030,6.95,6.65,13.35,11.1,10.3,15.85,10.0,15.55,21.95,19.45,13.3,11.1,8.35,18.9,12.5,21.1,18.9,29.2,9.75,9.7,15.55
19731031,10.85,10.8,13.05,9.2,7.5,15.85,10.0,16.4,20.55,21.1,18.9,11.1,9.45,17.2,11.4,19.45,18.35,29.45,6.1,9.7,19.15
19731101,12.2,11.15,12.8,12.2,6.95,16.95,9.45,17.8,18.05,26.9,16.95,12.8,13.35,18.05,6.4,18.35,13.35,29.45,5.25,10.25,21.95
19731102,12.25,14.15,13.3,13.35,5.55,15.8,7.5,18.05,17.5,26.65,21.35,13.05,15.0,18.9,4.45,17.5,12.2,29.45,5.55,8.85,20.55
19731103,12.5,11.4,12.25,16.4,4.75,13.6,4.75,14.7,16.7,27.25,21.4,10.85,11.4,18.35,3.6,16.65,10.55,28.9,4.7,6.95,22.5
19731104,10.6,6.95,8.05,15.85,3.35,18.05,4.45,9.75,14.7,26.4,22.5,7.2,8.05,20.55,4.45,15.85,9.4,28.3,2.8,5.0,23.6
19731105,9.45,5.0,6.35,15.3,-1.4,10.55,0.3,14.45,14.4,25.85,18.9,6.35,5.3,18.3,3.05,15.6,11.95,29.45,2.5,1.95,24.4
19731106,11.15,2.5,3.6,7.5,-0.85,10.25,-0.55,15.25,15.25,25.85,15.0,3.1,3.9,19.15,4.75,15.85,16.1,27.75,4.45,0.85,23.05
19731107,11.95,2.8,6.1,6.1,3.9,14.7,-0.55,15.85,16.95,25.55,18.35,5.0,4.15,19.45,6.65,17.25,16.35,27.2,7.25,7.2,22.5
19731108,12.5,4.2,5.85,11.35,1.1,16.7,1.95,15.8,17.8,24.45,22.5,6.15,5.85,20.0,6.4,18.1,15.0,27.5,3.9,4.45,21.7
19731109,12.8,3.9,5.0,9.45,-2.8,10.55,-0.3,15.55,16.65,24.15,21.15,4.7,3.3,19.7,8.05,17.5,16.1,27.5,10.3,-1.15,22.2
19731110,9.75,1.15,1.95,2.5,-1.4,11.7,0.0,16.95,17.5,23.35,13.9,1.1,0.55,21.4,10.25,18.6,16.35,27.5,11.35,-1.4,17.75
19731111,11.4,0.85,2.8,1.95,4.15,11.4,-0.85,20.55,19.45,23.9,13.35,2.25,1.1,20.85,11.9,21.1,16.65,26.95,11.35,3.35,17.25
19731112,11.7,4.2,4.75,5.0,9.4,16.1,7.75,20.55,18.3,23.1,14.45,4.45,4.45,21.1,10.55,19.2,13.05,27.25,9.15,13.1,18.9
19731113,12.8,11.9,9.75,9.7,13.05,20.85,12.5,13.6,15.85,23.35,18.35,8.9,11.65,20.85,8.35,16.65,12.2,26.65,6.95,15.0,19.75
19731114,11.95,13.05,16.95,14.45,11.1,22.5,12.5,11.65,14.75,24.45,23.05,13.05,15.0,15.3,7.25,16.7,12.5,28.05,6.1,20.25,20.8
19731115,5.0,16.65,13.6,16.4,5.85,15.85,8.05,12.75,14.4,24.15,25.0,14.2,16.35,15.0,9.15,15.85,12.8,26.65,7.5,11.95,19.75
19731116,6.4,10.55,7.8,11.95,0.85,11.95,0.0,12.5,13.85,23.05,16.95,8.9,10.8,13.6,6.1,16.65,14.15,26.35,6.65,7.2,21.65
19731117,8.9,3.05,2.8,6.7,4.15,15.55,0.55,14.75,15.8,23.6,14.75,3.35,3.9,14.45,5.3,16.4,12.2,25.55,6.1,9.75,22.75
19731118,7.25,4.15,7.25,7.5,10.85,23.3,5.0,10.25,14.15,25.0,16.7,3.9,2.8,16.95,3.9,15.25,10.25,26.1,3.9,12.5,23.05
19731119,3.3,10.3,5.0,13.05,6.1,19.75,4.45,10.3,14.2,24.45,20.8,8.05,10.0,12.2,4.75,13.65,8.6,27.75,5.0,6.4,23.35
19731120,1.9,5.55,2.5,15.0,10.0,13.35,8.35,6.65,13.3,25.55,21.95,3.35,6.7,10.0,6.4,12.5,10.25,26.65,6.65,14.7,24.7
19731121,1.7,9.45,4.7,13.9,9.15,13.85,10.55,9.15,14.45,26.35,16.15,4.45,8.35,11.95,5.55,14.7,9.45,26.65,6.1,8.9,24.75
19731122,2.5,11.7,9.7,13.05,8.35,16.4,7.25,8.35,12.25,25.25,22.5,12.8,13.05,12.25,4.7,14.15,8.35,25.8,4.75,16.1,24.15
19731123,3.65,10.55,7.2,12.5,6.65,22.8,8.3,6.7,11.4,25.25,25.8,8.9,10.25,10.85,6.1,13.35,9.2,26.1,5.55,11.95,23.6
19731124,1.9,10.25,7.8,16.4,11.1,17.8,9.45,5.55,10.85,25.0,25.25,9.45,11.1,10.55,6.35,12.5,11.1,26.1,6.1,12.25,23.35
19731125,0.55,18.35,10.55,17.2,5.55,14.7,6.9,5.0,12.75,25.25,25.55,12.5,16.1,10.8,6.1,13.05,11.1,25.55,6.95,7.25,22.2
19731126,1.1,10.55,4.7,14.2,5.85,18.3,6.35,5.3,13.85,25.55,25.25,5.8,10.0,10.85,6.4,13.65,9.2,25.55,5.55,7.5,24.15
19731127,-2.8,12.5,7.25,16.95,10.55,13.85,10.55,4.7,14.45,25.55,22.8,9.7,11.9,9.45,10.0,14.45,11.1,25.55,9.7,8.9,24.45
19731128,-0.85,15.55,12.8,14.15,4.75,10.3,5.8,6.65,17.5,24.2,14.7,11.9,16.15,14.15,10.3,16.65,10.3,25.8,10.0,4.2,22.8
19731129,2.2,5.3,9.75,6.7,1.65,11.95,1.65,7.5,16.4,17.8,10.55,8.05,6.95,16.4,7.25,15.0,11.65,26.35,7.25,5.55,11.65
19731130,4.15,6.95,6.65,7.5,6.1,13.05,4.15,9.2,15.0,18.6,11.1,6.7,7.75,17.8,7.8,13.6,13.05,26.35,5.55,9.45,13.05
19731201,4.45,5.0,2.2,10.85,3.6,14.7,0.8,12.5,12.8,22.5,11.4,3.35,4.45,17.8,8.65,14.15,10.25,28.6,8.35,6.15,16.95
19731202,7.2,0.85,0.85,7.25,10.0,16.1,1.65,9.45,14.15,23.6,13.6,-0.3,0.55,13.3,8.05,12.5,8.3,28.35,7.8,10.55,18.1
19731203,1.4,5.55,3.6,8.9,11.7,15.3,8.9,6.95,12.5,23.9,22.5,5.85,6.65,9.75,8.05,13.05,9.45,26.1,7.5,15.85,20.0
19731204,0.55,8.6,9.7,16.95,10.0,10.0,10.8,4.7,11.1,24.15,18.3,7.5,9.2,8.9,5.3,12.2,7.8,25.55,5.8,7.75,22.25
19731205,0.55,14.2,12.2,12.25,1.4,7.75,5.8,5.55,12.8,25.25,12.25,12.25,16.1,11.95,6.65,14.15,8.9,26.9,5.0,-0.55,22.2
19731206,-0.55,7.8,11.4,5.85,-1.95,5.55,-1.1,7.5,16.4,24.45,12.8,9.45,9.7,13.35,8.05,15.8,9.15,25.55,8.6,-4.7,18.65
19731207,0.3,4.45,4.45,5.0,1.4,5.0,0.8,8.1,18.35,23.05,8.05,4.45,4.2,15.55,8.6,16.4,9.45,24.75,7.5,-3.6,13.1
19731208,3.6,3.35,2.5,3.05,-0.55,7.8,-0.3,9.45,19.2,17.25,4.75,2.5,3.35,14.7,3.35,16.65,10.55,25.25,5.8,-4.15,12.25
19731209,1.95,6.65,9.7,8.05,-1.4,9.45,-0.3,10.25,20.0,14.4,5.25,7.5,8.35,15.55,5.3,18.6,8.65,25.55,4.2,1.7,11.7
19731210,0.3,3.6,8.1,4.2,-8.05,4.7,-1.65,9.2,19.7,14.45,5.55,5.55,4.45,16.65,5.0,17.8,7.5,25.55,6.95,-5.3,11.15
19731211,2.5,-0.3,3.9,-0.55,-6.95,11.95,-3.9,9.7,13.3,12.2,5.55,2.8,0.8,15.8,8.35,13.6,11.15,24.75,9.15,-1.65,7.75
19731212,6.15,0.0,2.5,2.8,-1.15,17.75,-2.25,9.75,13.35,11.9,16.65,1.65,0.25,14.75,7.8,14.45,10.0,25.55,8.9,4.45,9.45
19731213,5.0,2.5,2.25,6.35,0.0,11.4,-0.3,10.55,13.05,16.15,18.9,1.95,3.05,14.75,7.5,14.45,10.3,25.3,7.5,4.15,10.85
19731214,6.4,4.7,9.45,6.4,-5.0,12.5,-4.15,10.3,15.8,19.7,13.85,5.85,6.4,13.35,7.75,15.0,9.45,23.9,6.1,-1.4,19.15
19731215,1.95,1.1,3.65,2.25,-2.75,8.6,-7.25,8.35,16.35,20.6,13.6,1.1,0.85,13.6,9.45,15.0,8.6,24.7,9.45,-1.35,19.2
19731216,1.1,-1.4,-0.3,1.65,-7.5,3.6,-7.75,8.9,17.2,18.9,5.55,-1.65,-0.55,16.7,10.85,16.1,9.45,25.55,10.0,-5.85,15.25
19731217,3.85,-4.45,7.8,-0.8,-8.6,6.95,-8.05,8.6,14.45,12.75,3.35,-4.45,-5.0,15.3,9.45,13.85,11.7,25.55,8.3,-7.75,6.95
19731218,3.6,-6.1,-2.25,-3.05,-5.0,15.0,-7.75,11.7,15.3,11.4,8.35,-6.65,-5.85,13.9,6.65,15.0,10.0,25.55,8.35,-2.2,6.65
19731219,-0.85,-5.25,-7.8,-0.55,-2.75,7.75,-5.85,7.75,15.25,18.9,16.1,-7.5,-4.45,12.2,7.2,15.55,8.3,24.7,9.2,-3.1,15.0
19731220,-4.45,3.6,4.15,1.95,-7.25,0.0,-5.25,5.3,16.1,21.9,5.8,3.05,5.25,12.75,7.2,15.8,10.85,25.55,10.55,-10.55,18.35
19731221,0.0,2.8,7.75,0.0,-11.7,4.75,-7.2,4.7,14.45,14.15,2.75,4.15,5.25,11.1,8.6,13.9,12.25,24.75,8.35,-14.45,9.75
19731222,-2.75,-3.9,-1.65,-3.6,-10.0,10.8,-8.05,6.4,12.5,10.0,5.85,-3.65,-1.9,10.55,8.9,13.65,10.25,24.75,6.95,-6.4,6.35
19731223,-2.2,2.25,0.55,3.6,-4.45,12.8,-1.9,7.2,14.4,14.45,16.95,1.7,2.5,8.9,8.35,12.8,9.45,24.7,7.25,-3.3,9.7
19731224,-2.75,0.55,-3.35,6.1,1.65,7.5,-3.05,7.75,14.15,20.8,19.45,-2.2,-0.85,10.0,7.75,14.15,9.45,25.55,6.1,3.35,17.2
19731225,-3.05,1.9,-0.25,4.75,3.6,5.0,4.15,5.55,12.25,23.6,18.9,1.35,1.95,8.6,3.9,12.2,11.4,26.1,5.0,3.35,21.35
19731226,-3.65,8.6,11.15,13.35,2.5,7.8,-0.25,5.0,13.05,24.2,15.0,7.2,10.0,11.1,3.05,12.2,11.1,26.35,3.65,0.55,22.8
19731227,-4.4,10.3,7.8,12.5,0.3,5.3,1.1,6.4,11.35,24.45,9.15,11.1,12.75,11.4,7.2,13.6,13.05,25.55,4.75,-0.55,18.6
19731228,2.8,4.7,6.65,5.3,0.0,14.45,0.55,8.6,14.45,22.8,9.4,5.3,5.85,13.65,7.5,14.75,14.2,25.0,6.1,5.25,19.15
19731229,6.4,3.85,6.65,7.5,-3.9,8.6,-1.95,7.75,12.8,22.5,20.55,4.45,5.3,13.1,4.75,15.0,11.9,24.45,3.9,-0.85,20.6
19731230,2.8,3.9,5.85,8.9,-11.95,13.35,-8.35,7.2,14.15,23.65,22.75,3.65,3.9,13.6,6.1,15.25,9.2,24.75,3.6,-5.55,20.85
19731231,-4.2,1.4,0.85,9.45,-13.35,-0.6,-6.4,2.75,12.5,24.75,18.05,1.35,1.1,10.25,2.8,13.05,7.5,25.0,2.5,-13.6,22.25
19740101,-6.4,3.6,3.6,12.2,-16.35,-3.3,-11.15,1.95,10.25,24.75,7.5,2.8,3.05,13.05,-0.3,11.65,6.95,25.3,-0.55,-19.45,22.25
19740102,-9.45,-0.8,0.0,4.45,-13.3,-2.25,-13.3,-5.6,9.15,24.2,13.6,-1.65,-1.35,6.4,-3.9,11.4,4.15,25.85,-0.25,-12.75,22.8
19740103,-11.95,0.0,-1.1,4.75,-11.1,-2.8,-8.35,-5.55,8.9,24.2,14.2,-1.4,-0.55,6.65,-1.65,11.1,4.75,26.1,-1.65,-8.6,22.5
19740104,-10.3,-0.85,-0.85,7.5,-12.75,-1.4,-10.0,-3.05,9.45,24.2,6.65,-1.95,-1.65,7.75,-3.3,12.2,5.0,25.3,-1.15,-11.7,23.3
19740105,-6.95,-2.2,-3.05,3.9,-10.85,2.8,-11.65,1.1,10.0,23.1,11.1,-4.15,-2.5,11.95,-3.9,12.5,5.8,25.3,-2.25,-7.8,22.2
19740106,-1.15,0.0,-0.8,9.4,-11.1,4.45,-8.1,3.35,10.85,23.35,17.8,-1.4,0.0,9.45,-3.6,13.05,6.1,25.25,-1.95,-5.25,21.1
19740107,-2.25,2.75,0.55,9.75,-15.55,3.6,-12.75,4.2,11.1,22.75,15.0,0.3,1.1,10.85,-5.3,13.65,5.55,24.7,-2.2,-9.75,20.85
19740108,3.05,-1.1,-4.2,4.7,-11.4,10.25,-14.45,4.2,10.0,22.2,19.4,-3.9,-2.8,13.6,-6.1,13.1,5.85,25.0,-1.7,-5.25,21.1
19740109,4.75,0.25,-7.5,8.6,-9.75,0.25,-4.45,5.55,11.1,23.9,23.05,-4.2,-2.2,12.5,-6.4,13.35,4.7,24.75,-4.45,-9.2,23.05
19740110,1.7,0.0,-5.55,15.3,-6.65,-0.25,-3.9,4.45,10.0,24.45,23.9,-1.9,-1.9,11.1,-5.55,12.8,5.3,25.85,0.0,-6.95,22.5
19740111,0.85,3.35,-3.1,16.65,-10.85,-1.1,-6.1,3.6,11.15,24.15,17.25,3.35,1.95,10.55,-5.55,11.95,5.8,25.8,-0.8,-12.5,22.25
19740112,1.35,-1.95,-6.15,6.35,-20.3,-3.1,-14.45,6.1,14.2,22.25,10.55,-2.5,-1.65,12.25,-1.4,14.7,11.1,25.3,4.15,-17.25,20.85
19740113,5.25,-5.8,-10.3,-1.9,-10.55,3.05,-12.5,6.95,14.7,22.8,13.05,-5.85,-7.2,14.2,6.15,14.45,11.4,25.55,9.2,-6.65,18.6
19740114,4.45,-4.7,-6.4,-2.2,-1.1,9.2,-3.35,7.25,18.05,21.1,18.9,-4.45,-4.4,14.2,10.85,16.1,11.95,26.35,10.3,2.8,21.4
19740115,5.0,2.5,1.65,6.65,1.1,8.6,1.95,7.8,15.3,21.9,21.4,1.95,1.7,15.85,13.9,16.4,16.15,25.25,12.2,3.05,19.75
19740116,6.4,7.5,-2.2,16.95,2.5,11.1,2.5,8.05,15.3,22.5,21.1,4.45,5.0,16.4,9.45,16.4,14.75,24.15,9.15,6.65,20.6
19740117,6.95,5.55,-13.6,14.2,0.8,17.8,-1.65,10.0,14.15,22.75,22.2,-1.95,1.1,14.45,5.85,17.8,13.1,24.2,5.55,7.25,19.15
19740118,5.85,-0.85,-11.65,9.15,3.65,16.4,-1.35,7.8,15.3,21.4,22.5,-7.5,-5.8,14.15,10.85,17.25,14.45,25.0,8.05,12.8,19.45
19740119,5.3,5.25,-0.55,11.1,1.95,7.2,0.3,7.5,13.85,22.5,20.8,2.25,2.5,14.45,5.0,14.7,11.65,25.0,4.2,5.8,20.55
19740120,5.25,3.05,-5.55,10.25,3.65,8.05,5.0,8.9,13.05,22.8,18.05,-2.2,0.55,15.0,2.2,14.7,10.0,25.0,2.8,9.15,22.2
19740121,7.75,6.4,3.05,13.9,2.25,10.55,6.1,8.05,12.5,23.6,14.2,6.1,6.65,15.55,1.15,13.65,8.85,25.25,2.25,3.9,22.8
19740122,0.3,9.2,5.85,12.75,1.65,11.1,2.25,5.85,11.95,23.35,17.2,7.25,6.95,12.8,7.5,14.15,9.75,24.75,6.95,5.85,21.95
19740123,-0.55,10.3,7.2,14.75,0.3,4.75,1.1,6.65,14.15,24.2,23.05,7.25,8.9,11.65,8.9,14.7,11.65,24.75,8.35,1.65,21.95
19740124,0.8,5.25,4.75,13.9,2.2,7.8,0.55,6.65,14.45,24.45,21.4,6.4,5.25,11.7,8.9,16.1,12.75,25.0,8.35,2.2,21.35
19740125,-0.3,5.25,5.3,8.35,3.6,6.65,2.5,5.3,13.9,24.45,18.05,5.55,5.0,12.5,7.5,14.2,10.85,24.45,6.65,4.7,21.95
19740126,3.6,2.5,6.4,9.15,3.05,14.45,5.0,4.7,12.5,24.15,18.05,4.45,3.05,12.5,6.4,13.35,9.7,25.55,4.7,5.85,21.95
19740127,0.6,13.3,11.1,16.7,0.8,10.0,7.75,6.7,11.7,24.75,18.05,13.05,12.5,11.4,9.15,12.5,9.2,25.0,7.25,4.45,21.4
19740128,-0.55,8.3,7.8,15.85,-0.85,8.35,1.4,6.1,11.15,25.0,19.7,8.65,8.35,10.0,8.9,12.5,9.75,25.0,6.95,1.4,22.75
19740129,1.65,8.05,6.15,12.8,0.85,10.85,-0.8,6.65,12.75,24.75,17.5,8.1,8.65,10.85,8.3,13.6,8.3,25.3,6.7,4.45,23.3
19740130,2.5,8.35,7.5,10.85,7.5,11.7,5.6,6.65,11.95,23.9,16.65,6.7,8.3,12.5,8.9,12.5,9.75,25.0,3.6,9.15,23.35
19740131,4.2,9.2,7.2,10.0,1.35,15.25,1.65,6.95,11.4,23.6,16.1,9.15,8.05,12.8,10.0,11.4,10.0,25.0,5.0,4.45,23.65
19740201,6.1,3.05,-1.1,11.1,-3.9,18.35,-5.8,7.8,13.05,23.35,22.25,1.65,2.8,13.6,6.95,14.45,10.55,26.1,6.35,4.45,23.05
19740202,4.7,1.95,-6.1,14.45,-1.65,11.4,-7.5,10.3,13.05,23.35,21.7,-2.5,-0.25,13.6,7.5,14.45,9.15,25.55,6.35,0.3,22.25
19740203,2.5,-1.7,-6.65,12.2,-6.4,8.65,-8.35,10.0,15.55,23.9,15.0,-4.75,-3.9,12.8,6.35,15.3,9.7,25.3,7.2,-0.85,22.5
19740204,1.7,-2.2,-6.65,3.9,-8.6,10.25,-11.15,8.65,16.95,21.65,10.25,-6.95,-5.55,15.3,6.65,16.65,8.9,25.0,6.65,-5.3,14.45
19740205,5.0,-4.45,-10.55,2.5,-4.75,14.45,-12.5,6.95,13.35,18.05,11.4,-7.75,-7.2,12.5,5.55,14.15,9.45,24.7,3.9,6.4,13.6
19740206,-2.2,-3.05,-5.25,3.35,-4.2,8.35,-8.05,7.8,14.7,23.05,21.4,-4.75,-4.15,9.2,2.8,15.25,10.0,25.85,5.0,1.7,21.4
19740207,-3.65,3.05,-2.2,9.15,-8.05,2.25,-9.75,8.05,13.05,24.45,15.55,-0.85,-0.3,10.0,3.6,13.6,10.3,25.55,6.1,-4.2,22.75
19740208,-4.7,-3.65,-5.3,5.85,-10.55,1.95,-11.4,5.25,13.35,26.4,5.85,-3.9,-5.25,9.15,4.45,13.85,10.55,25.55,5.0,-4.15,19.75
19740209,0.25,-7.2,-4.75,0.25,-10.55,5.55,-9.45,6.4,17.2,18.9,6.9,-5.0,-7.75,12.5,1.1,15.25,10.55,25.8,1.4,-2.5,11.4
19740210,3.3,-6.1,-7.25,0.85,-5.55,10.85,-7.5,7.75,16.1,13.6,8.1,-5.8,-6.95,13.05,4.2,14.45,11.1,25.55,3.35,1.95,9.15
19740211,3.35,-2.8,-3.05,4.2,-6.95,11.15,-7.2,8.05,13.3,14.45,9.7,-1.1,-3.35,13.85,3.05,14.15,9.2,25.55,3.9,2.25,12.8
19740212,8.05,1.65,-3.9,6.1,3.05,18.05,-2.5,12.2,11.1,16.35,12.8,-0.55,-0.3,15.0,6.65,15.25,8.9,24.2,7.8,11.65,12.2
19740213,7.8,7.25,2.8,9.75,-0.55,17.2,-0.3,11.15,11.95,18.85,19.45,4.15,4.15,13.35,5.25,12.8,6.95,24.75,7.2,8.9,14.45
19740214,4.15,4.7,-1.35,12.25,-3.05,17.25,-7.5,9.2,11.1,19.45,21.15,1.1,1.15,12.2,9.7,11.4,10.0,25.55,8.35,1.1,16.9
19740215,4.15,-1.95,-6.15,7.75,-1.95,10.0,-8.9,11.65,13.35,20.55,18.6,-3.1,-1.65,14.45,8.35,14.4,10.0,26.1,9.2,2.5,17.8
19740216,5.55,-3.05,-4.45,1.65,2.2,10.55,-3.35,11.95,12.5,23.35,14.45,-1.7,-1.4,14.4,7.25,13.6,10.25,25.3,6.95,3.9,19.4
